id,ux,uy,uz,magnitude
25859,0.1020253136,0.8079961302,-0.5802870746,3.860000
97804,0.4712202502,-0.8818409495,0.0175503720,3.870000
68282,-0.6165026206,-0.3512124535,-0.7046803043,3.870000
71957,-0.7536924526,-0.6497845256,-0.0986293936,3.870000
78104,-0.4466361598,-0.7498649859,-0.4880764733,3.870000
74376,-0.4414405699,-0.4899720363,-0.7517031508,3.880000
765,0.6972195007,0.0286589077,-0.7162846046,3.880000
114421,0.6876055637,-0.1512937554,-0.7101470188,3.880000
8832,0.8303799661,0.4486682312,0.3304026788,3.880000
48455,-0.7637476756,0.4737398357,0.4384746926,3.880000
98110,0.3976808587,-0.7151880788,0.5747659929,3.890000
60129,-0.9961634544,-0.0867345210,-0.0116402299,3.890000
45336,-0.7494057724,0.6608805715,0.0403467284,3.890000
33152,-0.2134692490,0.8869049731,-0.4096711467,3.890000
13701,0.7093922987,0.6876261061,-0.1547026332,3.890000
47431,-0.8186316928,0.5739722028,-0.0199514911,3.900000
55425,-0.5724431039,0.0983503093,-0.8140246369,3.900000
65936,-0.7124832064,-0.2989289949,-0.6348300060,3.900000
73807,-0.4709052679,-0.4924179911,-0.7319649928,3.910000
